zip,income,soda,coffee,wine
53105,70717.40437402336,False,False,False
53220,55323.71533012325,False,True,False
54872,55520.781493082526,False,True,False
54963,62996.46434268246,False,False,False
53719,89146.18396415049,False,True,False
53220,59976.02824535646,False,False,False
54874,65064.33695719769,False,False,False
53207,64331.8164332357,True,False,False
54914,60750.30787161419,False,False,False
54703,63083.0315560526,False,True,False
54101,77914.51067004632,False,False,True
53216,33999.897747880335,False,False,False
53090,80372.75041675018,True,False,True
53005,99683.85574147898,False,False,False
54981,56602.5676903529,False,False,False
54703,55386.28128595093,False,False,False
