review id,review title,review text,review rating,review do_recommend,review num_helpful,review date
26837,Amazon Tap,The Tap is a great companion to your every day business. It has become my partner in my daily communications.,4,True,0,2017-08-18
6237,Amazon Tap,Was a little difficult to sync the first time. I really have only used the Tap to play music and to ask for the weather. I like that the device takes up little space in my kitchen.,4,True,0,2017-07-14
65140,Amazon tap is great,Is it operate my wife loves it my granddaughter knows how to operate a good sounding Bluetooth speaker great freedom it even tells knock knock jokes in makes my granddaughter crack up that makes it worth every penny I paid useful to recommend to anybody,5,True,3,2016-07-22
44540,another one...,Already have a few other Alexas. Wanted on to be portable around the house without having to plug in or connect to another speaker. Works as expected.,5,True,0,2017-07-07
13640,Awesome,Awesome product. Enjoy using it everyday. Would definitely recommend,5,True,0,2017-02-03
72543,Awesome,I use this for setting alarms and reminders and for activating my lifX lights. The set up is super easy and sound quality and volume levels are really good too,5,True,0,2017-09-19
21043,Awesome,Works really well with echo and is really neat and fun,5,True,0,2017-02-08
79946,Awesome for college students,Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.,5,True,0,2017-01-23
69646,Awesome gadget,We really love our new Amazon Tap. My Son enjoys playing with it.,5,True,0,2017-09-15
59346,Awesome portable speaker.,My 8 yr old daughter loves her Tap. She uses it for HW and play. Never a dual moment when she is learning something new from her Tap.,5,True,0,2017-06-02
49046,Awesome product,This is a awesome product. My husband and I love it.,5,True,0,2016-10-15
28446,Awesome smart device,This is a great addition to my expanding smart home. The speaker sounds great and alexa is very responsive.,5,True,0,2016-12-01
18146,Awesome speaker,Awesome speaker easy to set up. Easy to play. Great by the pool,5,True,0,2017-05-20
97649,Awesome speaker,I bought it for my 15 year old daughter and she loves it. Her friends even loved it so much they went and bought them too.,5,True,0,2017-01-18
87349,Awesome speaker,It is a quality product and has clear crisp sound. Best part it can be carried in any satchel. Sound is loud enough for a back yard gathering.,5,True,0,2017-03-16
77049,Awesome speaker with Alexa,I wanted to get a portable Bluetooth speaker that I could use while out as well as at home. The tap has great sound quality and Alexa is more useful than I would have thought.,5,True,3,2016-07-25
15249,Best new product,Truly amazing combination of portability and ease of use and good sound.,5,True,0,2017-01-08
43252,Brilliant product,We bought this product to compliment our other amazon product for its portability.,5,True,0,2017-06-08
2052,Cool little gadget,Mostly just use it for the speaker. Still waiting on the no touch feature they are adding.,4,True,0,2017-04-15
91855,Cool product,I would recommend it. It is fun to use and puts out good sound.,5,True,0,2016-11-04
71255,Coolest high tech gadget.,I love my new toy. Alexa is my personal girl Friday. She understands what I want and retrieves it. Easy to set up and use.,5,True,1,2016-08-05
40355,Disappointed with Coverage,We were so excited to get the tap since it was a larger speaker than the dot and unlike the echo has a battery charger with it to make it portable. We already have an echo which works perfectly in our home. When listening to online radio on the tap it cut in and out constantly. We returned it and exchanged gor the dot.,1,False,0,2017-08-18
19755,does a lot more than I expected.,Great sound in a small package for the money and I would buy again.,5,True,0,2017-10-05
9455,Does what it says it does,Does as advertise. Good for bedroom and you can plug in external speakers.,4,True,0,2017-04-04
99258,Easy setup,Good loud sound. Very good speaker. Convenient voice commands to take outside of house.,4,True,0,2017-02-14
88958,Easy small decent sound,Great little device easy to connect to bluetoothDecent sound,5,True,0,2016-08-19
68358,Easy to set up,Enjoying the product and feel the ease of use is good.,5,True,0,2017-07-07
27158,Enjoy my amazion blue tooth speaker Great sound,I would recommend this Prouducts it had great full sound full sound with a conpack,4,True,0,2017-02-08
75761,Excellent,This item is exactly what I was looking for. It is a perfect size for home or travel. It is very loud for its size.,5,True,0,2017-04-07
44861,Excellent intelligent speaker,Great value and quality speaker that also connects to the information highway.,5,True,0,2017-07-28
13961,Excellent product,I would recommend this to anyone who enjoys amazon. Excellent value.,5,True,0,2017-06-21
3661,excellent product,The sound in this is on par with other high end portable speakers. That however is really just the tip of the iceberg. If you have amazon prime you can access all your music just by asking. Also this works if you have Phillips hue so you can turn the lights off and on with your voice.,5,True,0,2017-02-11
83164,Excellent sound on this portable speaker,Great speaker and the sound is great. Use it every day. Love being able to use Alexa when attached to my network.,5,True,0,2017-04-08
28767,Fun gadget,Fun gadget for adults and kids. Great range for asking questions..,5,True,0,2017-08-16
97970,Fun product,My son requested this a a birthday gift. He is enjoying it everyday.,5,True,0,2017-02-13
46470,gift,Was gift fot my daughter. she seems to enjoy very much.,4,True,0,2017-02-13
15570,Good,Good product works amazing . Works awesome from home .,5,True,0,2017-06-30
5270,Good,Good sound quality. Charging dock is an added advantage.,4,True,0,2017-08-17
74473,Good but setup to enable voice control only,Good but setup to enable voice control only on iOS is unclear.,4,True,0,2017-08-04
43573,Good investment,For its size this is a pretty well made product that produces great sound and I love the portability.,4,True,0,2017-06-21
2373,Good Speaker,If you are a Prime member its a good little speaker to have. Need WIFI or Hotspot.,4,True,0,2016-08-27
92176,Good Speaker for good price,good speaker. 8 hour battery. Good price. Excellent quality in how it is made.,5,True,0,2016-07-29
50976,Great,Great service I loved all of the items and were great gifts,5,True,0,2017-01-23
40676,Great,I love this speaker it works wonderfully. Very recommend,5,True,0,2017-03-16
30376,Great,I Luke it a lot and good to for it for and good to,5,True,0,2017-02-18
27479,Great addition to the Echo,We love that it is portable and can move from room to room effortlessly.,5,True,0,2017-03-17
6879,Great Alexa product,The tap is amazing. portable and connected to all amazon content,5,True,0,2017-01-05
76082,Great and a lot of fun,The kids love it. They ask it silly questions which to my amazement it has an answer. I really like for the music aspect. Just tell it a song and it finds it,5,True,0,2016-09-09
65782,Great and fun Bluetooth speaker,Amzon tap is great and fun Bluetooth speaker with inbuilt Alexa. I can talk it to end of the room and it can still understand my commands and plays music. Cool device and I highly recommend it.,5,True,0,2017-08-09
24582,Great baby Alexa,Pleased with all the features. Amazon did another fantastic job with bringing great sound inna small package.,5,True,0,2017-07-19
93785,Great Blutooth Speaker,Great Bluetooth speaker with the added benefit of Alexa,4,True,0,2017-04-07
83485,Great buy,Great outside speaker and alexa is really great to use.,5,True,0,2016-09-23
73185,Great Buy,We bought to give away at a Halloween party. We own them ourselves and they are awesome,5,True,0,2016-11-28
11385,Great Device,I am in love with the Alexa Tap. This is a great portable speaker and now that the added function of being able to talk to it without manually pushing the button sets this apart from the rest. I would recommend to all.,5,True,0,2017-06-22
1085,Great device,I shopped for a long time until I found this and I am very pleased.,5,True,0,2017-05-05
80588,Great device,Really enjoy the interface and how integrate with the amazon music service .....great,5,True,0,2017-01-30
49688,Great device to control the home,The touch is a great device to control connected home products. Perfect for outside use for prime music also.,5,True,0,2016-10-19
39388,Great extension of Echo,This worked well as an extension of the Amazon Echo to cover our basement living area.,4,True,0,2016-12-25
8488,great for beginner,works as expected. great Christmas present for the kids.,4,True,0,2017-01-05
98291,Great for easy set up,Was easy to set up. Excellent sound quality for the price,5,True,0,2017-03-06
87991,Great for entire family,It helps the kids with questions it plays any music you like .,5,True,0,2017-04-03
40997,Great Item for Beginners,Great product for intro to an AI device. Cant wait to upgrade to echo.,5,True,0,2017-07-14
17500,Great Portable Echo,This is the echo you can take anywhere. Runs on battery and can connect via bluetooth when away from wifi.,5,True,0,2016-11-04
66103,Great price,Good price works great would buy again good value for the price,5,True,0,2017-01-01
55803,Great price,I liked it as it was a great price and the size was the major factor... Not too big and bulky compared to others.,4,True,0,2017-01-07
45503,Great price,Nice price for a gift idea at the time. Small compact version of Alexa.,5,True,0,2017-01-23
35203,Great Price on the Tap,Want to try one and Best Buy put up the best price. Th tap is good for usage on the wifi network. Use it to play music outside around the house.,5,True,0,2016-09-09
94106,Great product,For the price this Amazon is amazing. Just like the echo but smaller. I show everyone how great it is.,5,True,0,2017-03-16
73506,Great product,Great device I use it on a regular basis. good investment,3,True,0,2017-03-15
63206,Great product,Great speaker. Love how its portable. Good battery life. Would be 5 stars if it had the drop in capabilities like the rest of the echo family.,4,True,0,2017-09-02
52906,great product,I bought this as a gift for Christmas and it was well liked,5,True,0,2017-01-16
42606,Great Product,I gave this to my daughter for Christmas because she wanted a portable speaker. I thought the addition of Alexa would be fun. She loves it. She said the sound is really great.,5,True,0,2017-01-07
22006,Great product,I have an Amazon Echo and an Amazon Dot. Love the functionality. Decent sound for what they are. I just wanted something portable for outside.,5,True,0,2017-06-03
1406,Great product,Love the speaker and the assistance of Alexa. Was trying to choose between this and a regular Bluetooth speaker and this was a better choice for my needs.,5,True,0,2017-04-08
80909,Great product,Makes for a great alarm and reminder device. I own 2 dots and the tap. Use them all.,5,True,0,2017-04-07
70609,Great product,No issues at all... wish it were water proof. My kids and family love it.,4,True,0,2016-11-16
60309,Great product,Sleep design and works great. Ideal gift for the person who has everything.,5,True,0,2017-01-28
50009,Great product,Smaller version but works great just like the bigger product.,5,True,0,2017-01-18
39709,Great product,The product it amazing love that it turns in lights on and plays my favorite music.,5,True,0,2016-10-14
29409,Great product,This is a great product I would highly recommend getting it,5,True,0,2016-06-08
8809,Great product,This is a very nice addition to the alexa family pf products. It is wireless so you can move it around to house wherever you want to listen to music at without having to search for plugs. Great sound and portability.,5,True,0,2016-12-25
67712,Great product but requires Amazon membership...,If you want to listen to music you will have to sign for Amazon unlimited or Prime which is very expensive. Pandora does not work too well with this device as it does with Google Home.,4,True,0,2017-07-19
57412,great product for price,you can ask alexa almost anything kids love it Plays all my music,4,True,0,2017-03-18
47112,Great product with a ton of features,Great product with a ton of features. Add the Echo Dot to get even more out of it,5,True,0,2017-01-09
36812,Great product with good bass for the price.,Love the fact that it has a rechargeable battery and can be moved with no issues for listening in other rooms. Has a decent amount of Bass for the size.,5,True,0,2017-05-22
3015,Great sound,This speaker has great sound and is very easy to use.,5,True,0,2016-12-18
59021,great source of info,This Alexa is a super form of info with little wait time.,5,True,0,2017-02-03
38421,Great speaker,Bought this gift for my wife and she loves it. Works as expected.,4,True,0,2016-12-14
17821,Great speaker,Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,5,True,0,2017-02-13
7521,Great speaker,I recommend this speaker Easy to work great sound,3,True,0,2016-08-27
45824,Great Speaker Quality,Sounds great. Must touch to activate. Easy to use.,5,True,0,2017-02-06
84127,Great tech works well highly recommended no issues,Great tech works well highly recommended no issues,5,True,0,2017-08-19
70930,Great. I returned Alexxa and love it,I first boughy alezxa from amazon and found the voice recognition and search algorithms lacking,5,True,0,2017-03-16
29730,Happy,Serves my needs as required. Sound is good. Ability to move device where required is ideal,5,True,0,2017-01-23
19430,Has a lot of apps built in,I really liked this tablet. Got it for my nephew who just turned 4. Has many built in kid rated apps which keeps him entertained. The bumper is a bonus in case he drops it too. What I also like is that it had another mode to switch to in case an adult wanted to use it too.,4,True,0,2016-07-13
98933,Home theater like sound,This speaker has some kick. The sound quality is great that this little speaker is able to put out,5,True,1,2016-07-09
37133,I love being able ask questions of Alexa,This is a nice item..I can set reminders get news and weather..all by the tap of a button,5,True,0,2016-11-05
6233,I love my Amazon Tab,It is a very handy device and I highly recommend it. I also enjoy using Alexa on it.,5,True,0,2017-01-04
85736,I really enjoy Amazon Products,Amazon is the tip of leading technology. Always have had great luck with their product.,5,True,0,2017-01-23
13636,It a must,With this you have someone to talk to and answers you.,5,True,0,2016-12-18
3336,It awesome,I the awesome I use it at work at lot its loud enough to enjoy any where,5,True,0,2017-03-31
72539,It was a gift,It was a gift. It was a gift. It was a gift. It was a gift.,5,True,0,2017-01-06
21039,Its a pain to use,Great sound..easy to connect..problem is.. its not voice activated..so u have to push the wake button anytime u need to use it..that means it has b close at hand...,3,False,0,2016-12-23
439,Its loud and has a good battery,It has a good sound. The battery last long and it connects easily to WiFi and blue tooth. But you have to touch a button before you speak to it.,5,True,0,2017-04-08
59342,Last chance for battery echo,Now that this supports hands free access and amazon has discontinued it this is the last chance to get a battery operated echo device.,5,True,0,2017-10-05
28442,Like it very much.,I live in a small apartment and this fan kept the whole place cool.,5,True,0,2016-10-05
87345,Love Alexa,Love Alexa. We currently have three devices that we use on a daily basis. I use one at work basically for streaming music. Great device. No problems connecting to any of them.,5,True,0,2017-03-31
66745,Love it,Great companion if you already have an echo and need something on the go. Love that this stream and plays Prime music. Battery life could be a little better and sound is good for speaker this size but not the best.,4,True,0,2016-07-17
46145,Love it,I have the Echo and bought this one for the bedroom. Great alarm clock.,5,True,0,2017-06-12
4945,Love it,Looking for a radio for the kitchen this works great the more you use it the smarter it gets,5,True,0,2017-07-02
94748,Love it,Love the tap. The speaker is nice. Likenit has a charging cradle it can sit on. Easy charge.,5,True,0,2016-09-23
12348,Love it.,Use is all the time. Backyard favorite. Great by the fire.,5,True,0,2017-06-24
68354,Love this product,So glad I purchased this productive it use it all the time,5,True,0,2016-11-11
47754,Love this so much,Love that you can take this anywhere and hook up to my Bluetooth. Great sound quality.,5,True,0,2017-06-21
37454,lovely speaker with many extras,This is a great piece of hardware...I love it. really good all around..,5,True,0,2016-09-23
16854,Luv this product,It exceeded my expectations and recommend this product to friends,5,True,0,2017-05-05
86057,More than a gimmick,Pretty good sound for the size and configuration of speaker. Easy to set up.,5,True,0,2016-12-14
75757,Much more then a speaker,This is a great device and so much fun to use. It is so versatile in what it can and control.,5,True,0,2016-11-17
65457,Music on the go,It is great to take my Tap on the road. Easy to use and sounds great.,5,True,0,2016-09-09
93460,My sons xmas gift,We got this for my son for xmas. He loves it. He uses it daily.,5,True,0,2017-03-15
90563,Nice for the Price,I like it. I use it everyday and so far no cons. Im very please.,5,True,0,2016-12-19
69963,Nice portable speaker,Nice portable speaker but wish the sound quality was better.,3,True,0,2016-12-15
28763,Nice to have music anytime you want.,Lets me choose the type of music I love. Can even go to the beach with me using my sling.,5,True,0,2016-11-19
67066,Not as good as I think..,Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,3,True,0,2017-01-19
36166,Not impressed,Just really thought it would have been more useful without having to have to make additional purchases for music I like.,2,False,0,2017-07-07
95069,Not what I thought,You need to have amazon prime plus order a special music plan. Disappointing for sure. The sound is ok. I think the larger model is probably better.,3,False,0,2017-02-03
12669,ok product,Would buy the cheaper one than I bought.The echo is a better product,3,True,0,2016-12-03
81872,On the go,You can take everywhere your music and with wifi you are connected with the world. The best is that the battery lasts a long time.,5,True,0,2017-01-23
71572,Outstanding,Incredible range. Clear sound. We bought the sleeve and hung it in the backyard for a party. Amazing 360 clear sound.,5,True,0,2017-08-16
50972,Perfect companion for Amazon Echo,We love our Amazon Echo but it is hard wired to kitchen. Because of where we live AM reception is poor but through an Echo or Amazon Tap I can listen to some of my favorite stations through iHeart Radio and the Tap is portable.,5,True,2,2016-09-11
30372,Perfect speaker for house,Great speaker for around the house listening to music and asking questions,5,True,0,2018-03-15
89275,Perfect.,I bought this as a gift for my girlfriend and she loves it.,5,True,0,2017-01-24
24578,She is the 2nd one I got,Love it I bought it for my mother and father she is easy for them to use and they are in there 70s,5,True,0,2017-06-23
14278,Small Echo that you can take outside,Very happy with the Tap. We have the Echo and would have to unplug it and plug it in to use it on the deck. With the Tap we just take it off the charging stand and go. No more bothering with Bluetooth speakers and using our phone when we can just play music ever from the Internet with TAP.,4,True,0,2016-09-10
73181,So much fun for traveling,I have an Alexa but wanted a speaker for traveling. You can use this without a plug in cord.,4,True,0,2017-05-13
31981,Solid Bluetooth Speaker,I have really enjoyed my Tap. Alexa responds well and I love the charging dock on my desk. The only downside is the app used for setup is not very good.,4,True,0,2017-09-01
1081,sound is great with affordable price,Most speaker like this will be over USD150.00 but this one is less than that price with a great sound quality,5,True,0,2017-01-06
80584,Sound quality is great,Love it works great a lot of fun great for listening to music,5,True,0,2016-12-15
70284,Super easy to set up and use,Bought as a family gift. We use it all the time now. Very helpful and covenient,5,True,0,2016-10-19
39384,Tap,Great for travel. It is very loud for its size. Over all I love it.,5,True,0,2017-01-23
18784,Tap,It is a great addition to my home office. My Alexa is upstairs.,5,True,0,2017-03-15
2690,The Tap,I have the Echo and I just love it... I bought the Tap for my daughter for Christmas so she does not know she has it yet.,5,True,0,2016-09-06
82193,They missed on this one,Having to press to talk steals the real thunder of what the amazon echo can do.,3,False,0,2016-08-26
99896,Unable to rate at this time,purchased as a gift but I do have the Echo. If the echo works like the Echo it will be great.,4,True,0,2016-12-16
79296,Use it every day.,Happy I bought this. Makes everything easier to control.,5,True,0,2017-08-17
7196,Very decent sound and the portability is excellent,The speaker sounds very decent for the size and cost but my favorite thing about the speaker is it is wireless and portable. I can charge the speaker and practically take it anywhere without having to plug it in.,5,True,0,2017-01-03
86699,Very good and fun,Got this for the family and we all love it. Great gift,4,True,0,2017-01-28
24899,Very responsive and intuitive.,This item was very easy to use from the very beginning and was very responsive to my request and commands. I like the fact that you can also add other items to work with it,5,True,0,2017-07-19
14599,Very versatile. Great sound for small device,This was a gift had no plan to purchase one. But very pleased with the portability and the sound quality,5,True,0,2016-09-17
4299,Very well built,I have a few top end Bluetooth speakers and this Amazon tap rates right up with them in sound and built quality plus it has alexa built in,5,True,0,2017-07-14
39705,Works great.,Alexa on the go. Works as Bluetooth speaker with your comparable phone.,5,True,0,2017-01-14
23611,Nice cheap reader for kids,Nice alternative for reading kindle books for kids. Not many features but good enough for reading.,4,True,0,2017-11-17
92814,The lighting is great,I really enjoy reading and on my iPad was hurting my eyes. This Kindle really works great.,5,True,0,2017-04-07
82514,Very good,I bought some to my friend as gifts.The product are all very good.,5,True,0,2017-12-07
87020,Great gift,This was a gift for my mother and she absolutely loves this thing,5,True,0,2018-01-22
56120,a decent gift,I bought this as a gift. I think it is pretty decent both quality and design.,5,True,0,2015-08-05
94423,A pleasure to use.,I have been very pleased with my Voyage. It operates as advertised and has been a pleasure to use. Very well pleased with battery life.,4,True,0,2016-06-03
84123,A worthy successor to the Kindle paperwhite,We had previously owned Kindle paperwhite version 1 and this is a substantial improvement. The new screen is much brighter and the response is quicker .,5,True,3,2014-11-07
32623,amazing product,love this device it is amazing. the screen is bright and easy to read,5,True,0,2017-10-20
81226,Amazon Voyager,Fantastic for reading in dark conditions. Very light and easy to hold.,5,True,0,2016-02-26
29726,As expected,As expected. i would suggest to get a cover. The dictionary is very easy to use.,5,True,0,2015-06-08
19426,Automatic backlight adjustment,I like that it has an Automatic backlight adjustment,5,True,4,2014-11-28
9126,Awesome,Great device. Great for reading books. Small and compact. Lightweight. Looks great too. The light is a great feature,5,True,0,2016-12-16
98929,Awesome,Great product. Would recommend it to others to buy.,5,True,1,2016-03-18
88629,Awesome,This is the best Kindle I have ever used. This is way better than the Kindle Fire HD which I also own.,5,True,0,2015-02-24
34232,Best e reader anyone can get,This is my first e reader. I did ttry my friends papperwhite but voyage is the best of the e reader world. The screen is awesome. I read a lot at night before I sleep and I use to read in my mobile which after sometime feels like my eyes are burning. But with voyage I can read as much time I want. No strain no burning sensation in my eyes. Compared to the papperwhite the screen looks better. Feels like I am actually reading a paper book.,5,True,2,2015-07-02
23932,Best e reader out there.,Kindle voyage is the costliest of the kindle range but its worth it due to light weight and adaptive backlight. Enjoying it so far.,5,True,0,2016-04-23
69638,Best kindle ever,I choose store pick Up in New York and works Great. Love my Kindle Voyage,5,True,0,2015-03-13
59338,Best Kindle ever,I have owned several Kindles and this is the best one yet,5,True,0,2017-06-21
49038,Best Kindle Ever,This is so far the best Kindle I have ever owned. I love the screen and the resolution on it. The device out performs all of the other e readers on the market.,5,True,2,2014-11-04
28438,Best kindle ever received it earlier than expected,received earlier than expected and was very happy. Will continue to buy at Best Buy in the future,5,True,0,2015-02-06
56441,Best kindle yet,Nightlight allows me to read at night when the wife is sleeping,5,True,0,2018-05-09
25541,Best Kindle yet,This is the best kindle yet. Very sharp text and easy page management.,5,True,3,2014-11-29
74144,best reader yet,Great day reading. The backlight works great in the day as well. It is nice to have enough light to read wherever you are. The batterry life is also long,5,True,0,2015-07-29
50647,cant reed at night,i cant at night it has no back light from one to ten its a 7,2,False,0,2016-09-23
40347,Comfortable reader,This Kindle is really light weight and has an excellent screen that dims or brightens automatically. Very comfortable to hold and read. I like that it has page advance buttons on both sides including the touch screen finger swipe to advance.,4,True,1,2016-02-06
88950,Daughter loves it,This was actually for my daughter and she has rarely put it down since she got it.,5,True,1,2014-11-04
68350,Delivery on time.,Product was as described and delivered on time as scheduled.,5,True,0,2014-12-26
37450,Easy,The voyage is so much easier on the eyes. The size is great and easy to carry in a briefcase for travel purposes.,5,True,0,2016-07-29
96353,Easy to Read,Easy to read screen in a small light package. Excellent battery life and even fits into my work pockets.,5,True,0,2015-04-17
86053,Easy to read in outdoor settings.,Clear reading in bright light outdoor settings. Long battery life.,3,True,2,2015-08-14
34553,Encourages reading,It makes reading at night much easier. Easy access to books that are of interest.,5,True,0,2016-01-23
41956,Excellent ereader,Perhaps the best ereader made until now. Fantastic reading experience.,5,True,0,2015-07-29
31656,Excellent ereader,Reading on the voyage is such a pleasure. Its so much more convenient than carrying around an actual book. I love that I can read in bed without disturbing my partner. The backlight makes reading a pleasure whether in the dark or outside in the sun. Truly well worth the price if you are a serious reader. I love having several books available so I never run out of reading material while at the doctors or on a plane......,5,True,2,2016-02-27
80259,Excellent Product,I thoroughly enjoy the product it is really great and the best ever build by any company.,5,True,0,2016-09-09
28759,Excellent reader,The Kindle voyager is absolutely a best product for reading ebooks. The product is easy to read in all types of light. I also like the ability to get word definitions and the expansion or text ability.,5,True,0,2018-03-21
77362,Excellent. No eye strain.,The light from the page does not but a strain on your eyes when reading. I like how light it is to hold.,5,True,1,2015-09-18
15562,fabulous for a beginning reader,Got this for my pre teen who took to it like a duck to water. It is great size and easy to pack,5,True,0,2015-12-28
20068,Good eReader,My wife has had several Amazon Fire tablets. They all have one major flaw. Visibility in direct sunlight. This product addresses that issue. The Paper White screen is perfect for the days at the pool,5,True,0,2016-09-03
9768,good experience,already toldpeople about fast pickup.the kindle is great as always.,5,True,1,2014-12-11
99571,Good for avid readers,This was a gift for my wife who loves to read. She has the Kindle Fire and enjoys it. Her wishes were to have a smaller lighter reader that is also good to ready outside. She found it with the Voyage.,5,True,2,2015-06-20
89271,Good for kindle lovers,Was a gift. The receiver really enjoys it and was an upgrade from her previous kindle,4,True,1,2015-08-15
96674,good reader with great battery life,Great contrast and battery life with easy user interface.,4,True,1,2015-04-15
65774,Good screen,Very good screen for outdoors and nighttime use. Lightweight.,4,True,0,2016-09-23
55474,Good so far,I love to read and using the Kindle has been great.,5,True,0,2016-02-27
34874,Great,Awesome thank goodness for the next week and we will have a good day,5,True,0,2015-11-21
93777,Great buy,Easy to read in the sunlight. I really like that it adjusts to the lighting available making it easy to read anywhere.,5,True,0,2016-09-10
83477,Great Buy,Purchased this kindle for a friend and they absolutely enjoy it.,5,True,0,2016-06-20
21677,Great display,Bought this for easier reading and it meets my expectations. Great display fidelity.,4,True,1,2015-08-05
11377,Great E Reader,Bought this as a Christmas gift. My daughter loves it. She specifically likes the screen lighting.,5,True,0,2017-01-16
70280,Great e reader but a bit over priced,It is the top of the line e reader by amazon which is also the leader in e readers. The voyage is an excellent device and very versatile to carry on your trips. I feel the premium for the page turn sensors is little too high. In hindsight I would go with the paper white and save a few bucks.,3,False,1,2016-08-05
95386,Great ebook reader,The best ebook reader in the market. The text is crisp and I love the backlighting.,5,True,0,2015-03-13
74786,Great enhancements,Fabulous new functionality love the night reading capabilities,5,True,0,2015-06-17
2686,Great for avid reader,Love my new Kindle Voyage. I have an original Kindle but this one does so much more. Recommend it highly.,5,True,0,2017-01-06
61589,Great for outdoor use,Great and easy read especially when outside in the sun.,5,True,0,2017-06-23
51289,great for reading,This is an very good to use in all areas. The letters are very clear.,5,True,0,2016-04-16
40989,Great for reading in all settings,I was impressed with the voyage overall. I especially like the light sensor feature because it makes reading enjoyable in all settings.,4,True,2,2015-09-09
79292,Great Gift,Purchased this over the holidays and have enjoyed it since. The look and feel of a book is great.,5,True,0,2017-01-18
58692,Great gift for book lovers,highly recommend this product to all book lovers...,5,True,0,2016-11-18
17492,Great Kindle,I have had several variations of the Kindle in the past. My most recent being a paperwhite. I have to say this is the best. The size and balance are better. The adaptable light feature and brightness is good. Screen quality and construction are both an improvement. The overall reading experience is much improved over the paperwhite.,5,True,0,2016-09-10
76395,Great Kindle,Perfect reading light and long battery life. I really love it.,4,True,1,2015-08-14
35195,Great Kindle,Very happy with this kindle. I purchased this kindle over the paperwhite due to the physical buttons.,4,True,0,2016-09-10
24895,Great Kindle Reader,bright screen which makes reading it day or night easy,5,True,0,2015-07-23
83798,Great new kindle,I love the new kindle. I have a third generation and the new features are awesome.,5,True,0,2016-01-29
29401,Great purchase,My son truly loves his Kindle. He uses it everyday.,3,True,0,2015-07-24
19101,Great Quality,This kindle has better resolution and contrast ratio.It is light and comfortable. I would recommend this device at deal price.,5,True,0,2017-04-28
8801,Great reader,Easy to use and get started with. Have had no issues at all and would recommend.,5,True,0,2015-09-25
98604,Great reader,Good reader for travelers. It allows for people to read in a variety of environments.,5,True,0,2016-07-22
67704,Great reader,I love the back light and has lots of memory. Very compact...easy to carry.,5,True,0,2016-08-19
